experience_level,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
SE,24,147100,US,Presencial,US,M
SE,24,90700,US,Presencial,US,M
EN,24,115100,US,Presencial,US,M
EN,24,73900,US,Presencial,US,M
SE,24,168400,US,Presencial,US,M
SE,24,105200,US,Presencial,US,M
SE,36,210000,US,Presencial,US,M
SE,36,160000,US,Presencial,US,M
MI,36,145000,US,Presencial,US,M
MI,36,100000,US,Presencial,US,M
SE,6,222200,US,Presencial,US,L
SE,6,136000,US,Presencial,US,L
MI,18,100000,US,Presencial,US,M
MI,18,85000,US,Presencial,US,M
MI,24,85066,GB,Remoto,GB,M
MI,24,57723,GB,Remoto,GB,M
EX,36,200000,US,Presencial,US,M
EX,36,145000,US,Presencial,US,M
MI,24,140000,US,Presencial,US,M
MI,24,95000,US,Presencial,US,M
SE,18,185000,US,Remoto,US,M
SE,18,120250,US,Remoto,US,M
MI,44,130000,US,Remoto,US,L
SE,36,205000,US,Presencial,US,M
SE,36,140000,US,Presencial,US,M
SE,36,198200,US,Remoto,US,M
SE,72,141288,US,Presencial,US,M
SE,72,94192,US,Presencial,US,M
SE,25,184000,US,Remoto,US,M
SE,25,143000,US,Remoto,US,M
SE,18,70000,US,Presencial,US,M
SE,18,55000,US,Presencial,US,M
SE,2,183500,US,Remoto,US,M
MI,18,75000,US,Remoto,US,M
MI,18,65000,US,Remoto,US,M
MI,53,160000,US,Presencial,US,M
MI,53,147000,US,Presencial,US,M
SE,23,149040,US,Remoto,US,M
SE,23,113900,US,Remoto,US,M
SE,18,180180,US,Presencial,US,M
SE,18,106020,US,Presencial,US,M
MI,36,17022,IN,Remoto,IN,L
MI,49,18238,IN,Hibrido,IN,L
MI,56,150000,US,Presencial,US,M
SE,24,139500,US,Presencial,US,M
SE,24,109400,US,Presencial,US,M
SE,36,105000,US,Presencial,US,M
SE,36,70000,US,Presencial,US,M
EX,24,210914,US,Remoto,US,M
EX,24,116704,US,Remoto,US,M
EN,72,150000,US,Presencial,US,M
EN,72,100000,US,Presencial,US,M
SE,24,146000,US,Presencial,US,M
SE,24,75000,US,Presencial,US,M
EN,18,75000,US,Remoto,US,M
EN,18,60000,US,Remoto,US,M
MI,2,185700,US,Presencial,US,M
MI,2,165000,US,Presencial,US,M
SE,24,160000,US,Remoto,US,M
SE,24,130000,US,Remoto,US,M
SE,18,169000,US,Presencial,US,M
SE,18,110600,US,Presencial,US,M
SE,30,193000,US,Remoto,US,M
SE,30,136850,US,Remoto,US,M
SE,56,139500,US,Presencial,US,M
SE,56,109400,US,Presencial,US,M
SE,24,178500,US,Remoto,US,M
MI,36,59020,ES,Presencial,ES,M
MI,36,48289,ES,Presencial,ES,M
SE,56,195652,GB,Presencial,GB,M
SE,56,101228,GB,Presencial,GB,M
SE,24,136956,GB,Presencial,GB,M
SE,24,101228,GB,Presencial,GB,M
SE,24,129000,US,Presencial,US,M
SE,10,130000,US,Remoto,US,L
SE,24,163800,US,Presencial,US,M
SE,24,126000,US,Presencial,US,M
SE,53,110000,CA,Remoto,CA,M
SE,2,170000,US,Remoto,US,M
SE,2,130000,US,Remoto,US,M
SE,56,172200,US,Presencial,US,M
SE,36,159832,US,Presencial,US,M
SE,56,163800,US,Presencial,US,M
SE,56,126000,US,Presencial,US,M
MI,36,128750,US,Presencial,US,M
MI,36,106250,US,Presencial,US,M
SE,24,129000,US,Presencial,US,M
MI,21,155000,US,Presencial,US,M
MI,21,140000,US,Presencial,US,M
EX,24,167500,US,Presencial,US,M
EX,24,106500,US,Presencial,US,M
SE,23,188500,US,Remoto,US,M
SE,23,117000,US,Remoto,US,M
SE,18,138000,US,Remoto,US,M
MI,18,130000,CA,Remoto,CA,M
MI,18,100000,CA,Remoto,CA,M
SE,24,140000,US,Presencial,US,M
SE,24,120000,US,Presencial,US,M
SE,7,160000,US,Presencial,US,M
SE,7,135000,US,Presencial,US,M
MI,35,104500,US,Presencial,US,M
MI,35,70000,US,Presencial,US,M
MI,32,90000,US,Presencial,US,M
MI,32,70000,US,Presencial,US,M
SE,24,153600,US,Remoto,US,M
SE,24,106800,US,Remoto,US,M
EN,24,125000,US,Presencial,US,M
EN,24,90000,US,Presencial,US,M
MI,72,185000,US,Remoto,US,M
MI,72,125000,US,Remoto,US,M
SE,18,127000,US,Remoto,US,M
SE,18,94000,US,Remoto,US,M
SE,36,210550,US,Presencial,US,M
SE,36,153300,US,Presencial,US,M
MI,36,200000,US,Remoto,US,M
MI,36,150000,US,Remoto,US,M
SE,18,161500,US,Remoto,US,M
SE,18,119500,US,Remoto,US,M
SE,18,175000,US,Presencial,US,M
SE,18,145000,US,Presencial,US,M
SE,36,175000,US,Presencial,US,M
SE,36,148750,US,Presencial,US,M
SE,22,105000,US,Presencial,US,M
SE,22,85000,US,Presencial,US,M
SE,72,215000,US,Presencial,US,M
SE,72,146300,US,Presencial,US,M
SE,56,153400,US,Presencial,US,M
SE,56,122700,US,Presencial,US,M
MI,24,175000,US,Presencial,US,M
SE,36,186300,US,Remoto,US,M
SE,36,123900,US,Remoto,US,M
MI,72,150000,US,Remoto,US,M
SE,56,153400,US,Presencial,US,M
SE,56,122700,US,Presencial,US,M
MI,24,175000,US,Presencial,US,M
SE,18,185900,US,Presencial,US,M
SE,18,121700,US,Presencial,US,M
SE,18,153600,US,Presencial,US,M
SE,18,106800,US,Presencial,US,M
EN,18,100000,UZ,Remoto,US,L
SE,56,172200,US,Presencial,US,M
SE,18,125000,US,Presencial,US,M
SE,18,110000,US,Presencial,US,M
EN,18,150000,US,Presencial,US,M
EN,18,100000,US,Presencial,US,M
SE,36,149076,US,Presencial,US,M
SE,36,82365,US,Presencial,US,M
MI,24,146000,US,Presencial,US,M
MI,24,75000,US,Presencial,US,M
SE,56,139500,US,Presencial,US,M
SE,56,109400,US,Presencial,US,M
SE,24,139500,US,Presencial,US,M
SE,24,109400,US,Presencial,US,M
MI,24,149600,US,Presencial,US,M
MI,24,102000,US,Presencial,US,M
MI,18,97218,GB,Presencial,GB,M
MI,18,48609,GB,Presencial,GB,M
SE,24,129000,US,Presencial,US,M
SE,18,95000,US,Presencial,US,M
SE,18,85500,US,Presencial,US,M
SE,18,185900,US,Presencial,US,M
SE,18,121700,US,Presencial,US,M
EN,72,150000,US,Presencial,US,M
EN,72,100000,US,Presencial,US,M
MI,24,145000,US,Presencial,US,M
MI,24,125000,US,Presencial,US,M
MI,36,150000,US,Remoto,US,M
MI,36,97750,US,Remoto,US,M
SE,36,201000,US,Presencial,US,M
SE,36,122000,US,Presencial,US,M
SE,24,129000,US,Presencial,US,M
SE,18,120000,US,Remoto,US,M
SE,18,75000,US,Remoto,US,M
MI,36,116990,US,Remoto,US,M
MI,36,82920,US,Remoto,US,M
SE,36,185900,US,Presencial,US,M
SE,36,129300,US,Presencial,US,M
MI,61,200000,US,Presencial,US,S
MI,61,125000,US,Presencial,US,S
SE,36,201000,US,Presencial,US,M
SE,36,122000,US,Presencial,US,M
SE,56,204500,US,Presencial,US,M
SE,56,142200,US,Presencial,US,M
SE,27,155000,US,Presencial,US,M
SE,27,140000,US,Presencial,US,M
MI,57,205920,US,Presencial,US,M
MI,57,171600,US,Presencial,US,M
SE,24,121500,US,Remoto,US,M
SE,24,78000,US,Remoto,US,M
MI,24,154000,US,Presencial,US,M
MI,24,116000,US,Presencial,US,M
SE,36,190000,US,Presencial,US,M
SE,36,136000,US,Presencial,US,M
MI,18,78990,GB,Remoto,GB,M
MI,18,43809,GB,Remoto,GB,M
SE,18,180000,US,Presencial,US,M
SE,18,110000,US,Presencial,US,M
SE,36,183000,US,Remoto,US,M
SE,24,170000,US,Presencial,US,M
SE,24,140000,US,Presencial,US,M
SE,24,154000,US,Presencial,US,M
SE,24,116000,US,Presencial,US,M
SE,24,160000,US,Remoto,US,M
SE,24,130000,US,Remoto,US,M
MI,24,200000,US,Presencial,US,M
MI,24,120000,US,Presencial,US,M
SE,36,175000,US,Remoto,US,M
SE,36,160000,US,Remoto,US,M
MI,24,127599,GB,Presencial,GB,M
MI,24,103294,GB,Presencial,GB,M
SE,24,153600,US,Presencial,US,M
SE,24,106800,US,Presencial,US,M
EN,18,85000,US,Remoto,US,M
EN,18,75000,US,Remoto,US,M
SE,36,156400,US,Presencial,US,M
SE,2,150000,US,Presencial,US,M
SE,2,120000,US,Presencial,US,M
SE,56,163800,US,Presencial,US,M
SE,56,126000,US,Presencial,US,M
SE,18,145000,US,Remoto,US,M
SE,18,90000,US,Remoto,US,M
SE,56,204500,US,Presencial,US,M
SE,56,142200,US,Presencial,US,M
SE,18,95000,US,Presencial,US,M
SE,18,85500,US,Presencial,US,M
SE,24,167500,US,Presencial,US,M
SE,24,106500,US,Presencial,US,M
SE,24,163800,US,Presencial,US,M
SE,24,126000,US,Presencial,US,M
MI,21,155000,US,Presencial,US,M
MI,21,140000,US,Presencial,US,M
SE,72,200000,US,Presencial,US,M
SE,36,186000,US,Presencial,US,M
SE,24,160000,US,Remoto,US,M
SE,24,130000,US,Remoto,US,M
SE,72,200000,US,Presencial,US,M
SE,72,150000,US,Presencial,US,M
SE,36,48289,ES,Presencial,ES,M
SE,36,38631,ES,Presencial,ES,M
SE,36,150000,US,Presencial,US,M
SE,36,120000,US,Presencial,US,M
EN,18,30000,IN,Hibrido,IN,M
MI,72,185000,US,Presencial,US,M
MI,72,125000,US,Presencial,US,M
SE,18,175000,US,Remoto,US,M
SE,18,130000,US,Remoto,US,M
SE,18,122000,US,Remoto,US,M
SE,18,93800,US,Remoto,US,M
SE,18,165000,US,Remoto,US,M
SE,18,112000,US,Remoto,US,M
EN,16,220000,US,Presencial,US,M
SE,56,204500,US,Presencial,US,M
SE,56,142200,US,Presencial,US,M
SE,18,15806,IN,Remoto,IN,S
MI,56,200000,US,Presencial,US,M
MI,56,175000,US,Presencial,US,M
SE,24,185900,US,Presencial,US,M
SE,24,129300,US,Presencial,US,M
SE,18,185900,US,Presencial,US,M
SE,18,121700,US,Presencial,US,M
SE,56,204500,US,Presencial,US,M
SE,56,142200,US,Presencial,US,M
SE,18,180180,US,Presencial,US,M
SE,18,106020,US,Presencial,US,M
SE,36,136000,US,Remoto,US,M
SE,36,104000,US,Remoto,US,M
SE,18,125000,US,Presencial,US,M
SE,18,110000,US,Presencial,US,M
SE,56,153400,US,Presencial,US,M
SE,56,122700,US,Presencial,US,M
SE,18,152380,US,Presencial,US,M
SE,18,121904,US,Presencial,US,M
SE,36,185900,US,Presencial,US,M
SE,36,129300,US,Presencial,US,M
SE,56,172200,US,Presencial,US,M
SE,23,168400,US,Presencial,US,M
SE,23,105200,US,Presencial,US,M
SE,56,128280,US,Presencial,US,M
SE,56,106900,US,Presencial,US,M
SE,51,192000,US,Remoto,US,L
MI,24,140000,US,Presencial,US,M
MI,24,100000,US,Presencial,US,M
SE,24,139500,US,Presencial,US,M
SE,24,109400,US,Presencial,US,M
SE,56,139500,US,Presencial,US,M
SE,56,109400,US,Presencial,US,M
SE,18,170500,US,Remoto,US,M
SE,18,85000,US,Remoto,US,M
SE,27,72946,GB,Presencial,GB,M
SE,27,54365,GB,Presencial,GB,M
EX,46,160288,GB,Presencial,GB,M
EX,46,127467,GB,Presencial,GB,M
SE,24,80000,US,Presencial,US,M
SE,24,65000,US,Presencial,US,M
SE,24,124740,US,Presencial,US,M
SE,24,65488,US,Presencial,US,M
SE,31,72200,US,Presencial,US,M
SE,31,64980,US,Presencial,US,M
SE,24,153600,US,Presencial,US,M
SE,24,106800,US,Presencial,US,M
SE,18,179975,US,Remoto,US,M
SE,18,86466,US,Remoto,US,M
SE,24,120000,US,Presencial,US,M
SE,24,90000,US,Presencial,US,M
MI,48,51039,GB,Presencial,GB,M
MI,48,42533,GB,Presencial,GB,M
SE,36,149076,US,Presencial,US,M
SE,36,82365,US,Presencial,US,M
SE,18,169000,US,Presencial,US,M
SE,18,110600,US,Presencial,US,M
SE,35,175000,US,Presencial,US,M
SE,35,120000,US,Presencial,US,M
SE,18,180000,US,Presencial,US,M
SE,18,153600,US,Presencial,US,M
SE,18,106800,US,Presencial,US,M
SE,27,140000,US,Presencial,US,M
SE,27,120000,US,Presencial,US,M
SE,57,205920,US,Presencial,US,M
SE,57,171600,US,Presencial,US,M
SE,18,165000,US,Remoto,US,M
SE,18,125000,US,Remoto,US,M
SE,24,185000,US,Presencial,US,M
MI,4,130000,US,Presencial,US,M
EN,36,168000,US,Remoto,US,M
MI,1,38631,ES,Hibrido,ES,L
SE,18,95000,US,Presencial,US,M
SE,18,85500,US,Presencial,US,M
SE,36,147100,US,Presencial,US,M
SE,36,90700,US,Presencial,US,M
SE,24,167580,US,Presencial,US,M
SE,24,87980,US,Presencial,US,M
SE,24,202000,US,Remoto,US,M
SE,24,135000,US,Remoto,US,M
SE,24,163800,US,Presencial,US,M
SE,24,126000,US,Presencial,US,M
SE,56,163800,US,Presencial,US,M
SE,56,126000,US,Presencial,US,M
SE,24,104000,US,Remoto,US,M
SE,24,65000,US,Remoto,US,M
SE,71,148000,US,Presencial,US,M
SE,56,158000,CA,Remoto,CA,M
SE,2,197000,US,Presencial,US,M
SE,2,106000,US,Presencial,US,M
MI,40,150000,US,Remoto,US,M
MI,40,100000,US,Remoto,US,M
SE,24,210000,US,Remoto,US,M
SE,24,192000,US,Presencial,US,M
SE,24,172800,US,Presencial,US,M
SE,36,200160,US,Presencial,US,M
SE,36,200160,US,Presencial,US,M
SE,2,175000,US,Presencial,US,M
SE,2,140000,US,Presencial,US,M
SE,27,169000,US,Presencial,US,M
SE,27,100000,US,Presencial,US,M
MI,24,115447,GB,Remoto,GB,L
SE,18,110000,US,Remoto,US,S
SE,18,80000,US,Remoto,US,S
EN,18,55000,US,Presencial,US,M
EN,18,48000,US,Presencial,US,M
SE,18,95000,US,Presencial,US,M
SE,18,85000,US,Presencial,US,M
SE,24,137500,US,Remoto,US,M
SE,24,81500,US,Remoto,US,M
SE,56,184700,US,Presencial,US,M
SE,56,186000,US,Remoto,US,M
SE,56,153088,US,Remoto,US,M
MI,25,190000,US,Remoto,US,M
MI,25,160000,US,Remoto,US,M
SE,56,200000,US,Remoto,US,M
SE,56,150000,US,Remoto,US,M
MI,25,190000,US,Presencial,US,M
MI,25,183310,US,Presencial,US,M
SE,56,180000,US,Remoto,US,M
SE,56,200000,US,Remoto,US,M
SE,56,150000,US,Remoto,US,M
SE,24,144000,US,Remoto,US,M
SE,24,66000,US,Remoto,US,M
MI,56,148500,US,Presencial,US,M
MI,56,126277,US,Presencial,US,M
SE,23,120000,US,Presencial,US,M
SE,62,180000,US,Presencial,US,M
SE,62,90000,US,Presencial,US,M
SE,36,126500,US,Presencial,US,M
SE,36,78000,US,Presencial,US,M
SE,24,180000,US,Presencial,US,M
SE,24,160000,US,Presencial,US,M
SE,62,170000,US,Presencial,US,M
MI,18,80000,US,Presencial,US,M
MI,18,60000,US,Presencial,US,M
SE,24,146000,US,Remoto,US,M
SE,24,200000,US,Presencial,US,M
SE,24,160000,US,Presencial,US,M
SE,18,142000,US,Remoto,US,M
SE,18,95000,US,Remoto,US,M
SE,36,155000,US,Presencial,US,M
SE,36,139500,US,Presencial,US,M
MI,24,140000,US,Remoto,US,M
MI,24,120000,US,Remoto,US,M
SE,24,146000,US,Remoto,US,M
SE,34,172200,US,Presencial,US,M
SE,36,156400,US,Presencial,US,M
SE,24,139500,US,Presencial,US,M
SE,24,109400,US,Presencial,US,M
MI,24,125000,US,Presencial,US,M
MI,24,90000,US,Presencial,US,M
SE,36,185900,US,Presencial,US,M
SE,36,129300,US,Presencial,US,M
SE,56,139500,US,Presencial,US,M
SE,56,109400,US,Presencial,US,M
SE,18,120000,US,Remoto,US,M
SE,18,75000,US,Remoto,US,M
SE,18,169000,US,Presencial,US,M
SE,18,110600,US,Presencial,US,M
SE,56,140000,US,Remoto,US,M
SE,56,140000,US,Remoto,US,M
MI,24,120000,US,Presencial,US,M
MI,24,90000,US,Presencial,US,M
MI,34,72914,GB,Presencial,GB,M
MI,34,60761,GB,Presencial,GB,M
SE,36,215050,US,Remoto,US,M
SE,36,156400,US,Remoto,US,M
SE,23,198000,US,Remoto,US,M
SE,23,114000,US,Remoto,US,M
EN,18,75000,US,Remoto,US,M
EN,18,60000,US,Remoto,US,M
SE,56,204500,US,Presencial,US,M
SE,56,142200,US,Presencial,US,M
SE,36,209300,US,Remoto,US,M
SE,36,182200,US,Remoto,US,M
SE,27,140000,US,Presencial,US,M
SE,27,120000,US,Presencial,US,M
EN,36,85000,US,Presencial,US,M
MI,56,48609,GB,Remoto,GB,M
EN,71,120000,GB,Remoto,GB,M
EN,71,60000,GB,Remoto,GB,M
SE,56,147100,US,Presencial,US,M
SE,56,90700,US,Presencial,US,M
SE,24,170000,US,Presencial,US,M
SE,18,108000,US,Presencial,US,M
SE,24,180000,US,Remoto,US,M
SE,24,160000,US,Remoto,US,M
SE,23,180000,US,Remoto,US,M
SE,23,160000,US,Remoto,US,M
SE,24,180000,US,Presencial,US,M
SE,24,130000,US,Presencial,US,M
SE,18,55800,ES,Remoto,ES,M
SE,18,51508,ES,Remoto,ES,M
EN,18,60000,US,Remoto,US,L
EN,18,50000,KW,Hibrido,US,L
SE,24,133300,US,Presencial,US,M
SE,24,129000,US,Presencial,US,M
SE,11,151902,GB,Remoto,GB,L
EN,36,9727,IN,Presencial,IN,L
SE,18,80000,US,Presencial,US,M
SE,18,52500,US,Presencial,US,M
SE,24,162500,US,Remoto,US,M
EN,18,85000,US,Remoto,US,M
EN,18,75000,US,Remoto,US,M
SE,18,153600,US,Presencial,US,M
SE,18,106800,US,Presencial,US,M
MI,18,165000,US,Presencial,US,M
MI,18,124000,US,Presencial,US,M
SE,18,115934,US,Remoto,US,M
SE,18,81666,US,Remoto,US,M
SE,24,167580,US,Presencial,US,M
SE,24,87980,US,Presencial,US,M
SE,24,63000,US,Remoto,US,M
SE,72,169200,ES,Presencial,ES,M
SE,72,169200,ES,Presencial,ES,M
MI,36,170000,US,Presencial,US,M
MI,36,120000,US,Presencial,US,M
SE,24,124740,US,Presencial,US,M
SE,24,65488,US,Presencial,US,M
SE,24,213580,US,Remoto,US,M
SE,24,163625,US,Remoto,US,M
MI,70,16414,IN,Remoto,IN,L
SE,56,220000,US,Presencial,US,M
SE,56,170000,US,Presencial,US,M
EX,24,210000,US,Presencial,US,M
SE,23,180000,US,Remoto,US,M
SE,23,115000,US,Remoto,US,M
SE,23,200000,US,Remoto,US,M
SE,23,115000,US,Remoto,US,M
SE,35,138750,US,Remoto,US,M
SE,56,153090,US,Presencial,US,M
SE,24,160000,US,Remoto,US,M
SE,24,75000,US,Remoto,US,M
MI,18,125000,US,Presencial,US,M
MI,18,105000,US,Presencial,US,M
MI,18,109371,GB,Presencial,GB,M
MI,18,85066,GB,Presencial,GB,M
EN,18,55000,US,Presencial,US,M
EN,18,48000,US,Presencial,US,M
EN,18,100000,US,Hibrido,US,M
SE,34,156400,US,Presencial,US,M
SE,24,162500,US,Remoto,US,M
SE,56,188800,US,Remoto,US,M
SE,18,60000,US,Presencial,US,M
MI,18,110000,US,Remoto,US,M
MI,18,95000,US,Remoto,US,M
SE,36,145000,US,Remoto,US,M
SE,36,135000,US,Remoto,US,M
SE,18,180180,US,Presencial,US,M
SE,18,106020,US,Presencial,US,M
SE,18,93919,US,Remoto,US,M
SE,18,51962,US,Remoto,US,M
SE,24,133832,US,Presencial,US,M
SE,36,170000,US,Remoto,US,M
SE,36,90000,US,Remoto,US,M
EX,24,210914,US,Remoto,US,M
EX,24,116704,US,Remoto,US,M
SE,18,192500,US,Remoto,US,M
SE,18,140000,US,Remoto,US,M
SE,36,149076,US,Presencial,US,M
SE,36,82365,US,Presencial,US,M
SE,36,175000,US,Presencial,US,M
SE,36,148750,US,Presencial,US,M
SE,72,200000,US,Presencial,US,M
SE,36,185000,US,Remoto,US,M
MI,56,121523,GB,Presencial,GB,M
MI,56,97218,GB,Presencial,GB,M
SE,36,216100,US,Presencial,US,M
SE,36,140800,US,Presencial,US,M
MI,56,145828,GB,Presencial,GB,M
MI,56,121523,GB,Presencial,GB,M
SE,17,53654,NL,Remoto,CA,L
EN,36,110000,US,Hibrido,US,S
SE,24,128000,US,Presencial,US,M
SE,24,81500,US,Presencial,US,M
MI,24,66837,GB,Remoto,GB,M
MI,24,63192,GB,Remoto,GB,M
MI,18,60761,GB,Presencial,GB,M
MI,18,54685,GB,Presencial,GB,M
SE,72,145900,CA,Presencial,CA,M
SE,71,155850,US,Presencial,US,M
SE,71,102544,US,Presencial,US,M
MI,36,151410,US,Remoto,US,M
MI,36,115360,US,Remoto,US,M
MI,24,66531,ES,Remoto,ES,M
MI,24,59020,ES,Remoto,ES,M
SE,41,125686,CA,Hibrido,CA,M
EN,36,12767,IN,Hibrido,IN,L
SE,36,162500,US,Presencial,US,M
SE,36,185000,GB,Presencial,GB,M
SE,36,120250,GB,Presencial,GB,M
EN,36,180000,US,Remoto,US,M
MI,72,85000,US,Presencial,US,M
MI,72,70000,US,Presencial,US,M
SE,10,135000,US,Remoto,US,M
SE,10,100000,US,Remoto,US,M
EX,21,155000,US,Presencial,US,M
EX,21,140000,US,Presencial,US,M
SE,56,204500,US,Presencial,US,M
SE,56,142200,US,Presencial,US,M
SE,24,133300,US,Presencial,US,M
SE,36,156400,US,Remoto,US,M
SE,24,163800,US,Presencial,US,M
SE,24,126000,US,Presencial,US,M
SE,56,163800,US,Presencial,US,M
SE,56,126000,US,Presencial,US,M
SE,53,220000,US,Presencial,US,M
SE,53,150000,US,Presencial,US,M
SE,24,145000,US,Presencial,US,M
SE,24,115000,US,Presencial,US,M
SE,21,204500,US,Presencial,US,M
SE,21,138900,US,Presencial,US,M
MI,24,162500,US,Presencial,US,M
MI,24,130000,US,Presencial,US,M
SE,24,150000,US,Remoto,US,M
SE,24,107000,US,Remoto,US,M
EX,24,175000,US,Presencial,US,M
EX,24,110000,US,Presencial,US,M
